Load (kN),Torque (Nm),Vibration RMS (mm/s),Temperature (°C),Wear (mm),Lubrication Index,Efficiency (%),Cycles in Use,RUL (cycles)
33.74,104.12,7.502,73.93,0.7136,0.5701,92.99,40361,35192
51.76,196.05,9.291,86.98,1.2813,0.4655,87.61,58599,51
22.5,55.78,4.72,88.98,0.5634,0.4789,91.87,56592,50565
50.14,183.52,3.743,76.37,0.0662,0.9849,94.69,2613,86799
52.95,198.48,8.862,94.57,1.2366,0.4512,87.82,47741,0
56.46,212.93,3.152,67.48,0.0462,1.0,95.24,1593,87762
71.11,273.7,4.841,90.12,0.0852,0.8764,93.43,2176,85043
31.67,133.78,2.674,70.3,0.2341,0.848,95.33,14942,79003
24.16,93.35,6.7,77.76,0.6188,0.4746,91.52,44913,54643
46.53,187.26,8.874,79.31,0.9675,0.6724,89.81,46305,0
47.45,187.02,5.443,90.24,0.2832,0.7291,92.97,14462,66483
22.66,116.95,0.967,63.4,0.0165,1.0,96.37,1935,89831
44.92,187.71,8.425,85.75,0.6637,0.5212,91.22,29884,25652
39.39,126.33,3.833,62.77,0.0719,1.0,96.34,4655,85724
40.37,179.79,2.946,69.6,0.3078,0.9233,94.77,13586,74835
23.56,92.58,4.594,71.97,0.2283,0.6611,94.89,20792,78443
22.37,95.45,3.074,70.73,0.2242,0.6137,94.9,23266,78402
39.29,149.15,5.064,83.84,0.5677,0.6254,92.61,37995,31668
24.34,121.2,2.859,72.95,0.1287,0.8663,94.33,13632,83416
55.74,236.63,7.349,93.3,0.9538,0.5855,88.59,32997,0
31.85,135.75,5.278,83.33,0.5469,0.5664,91.47,30700,55312
55.54,200.61,6.341,91.03,0.6144,0.6987,90.78,28644,15247
36.13,94.16,9.731,91.13,1.2561,0.311,88.82,65748,0
50.03,177.17,5.894,91.9,0.3828,0.7293,91.31,16683,58781
68.86,290.39,3.266,87.09,0.0064,1.0,94.73,222,90069
55.7,238.2,9.083,89.35,1.3607,0.5475,88.42,49915,1464
53.68,220.0,5.639,71.35,0.2539,0.9169,94.97,12362,69872
27.94,110.27,7.24,86.44,0.9992,0.3086,90.99,73253,436
50.88,181.4,8.408,87.62,0.9475,0.4411,90.24,39756,731
12.52,40.0,2.749,61.46,0.0358,0.8405,95.82,5555,88816
46.02,184.9,3.153,75.3,0.0794,0.9788,94.45,4232,84315
48.04,187.86,4.52,80.35,0.4673,0.7778,92.57,19316,55166
36.94,111.21,9.308,90.33,1.1457,0.4543,88.82,68826,0
28.61,111.87,5.739,71.22,0.4583,0.699,92.87,28215,66850
46.74,182.98,2.631,68.48,0.0373,0.964,94.85,1388,88230
17.17,40.0,7.848,87.89,0.9162,0.2865,88.71,100000,29671
40.06,155.6,3.36,66.21,0.0368,1.0,95.89,2250,88492
20.9,93.88,3.914,75.77,0.4195,0.5114,93.3,41966,66503
44.05,175.19,2.62,81.31,0.2077,0.8737,93.62,11306,76200
41.46,160.66,3.088,77.51,0.0025,1.0,94.32,111,90157
45.74,176.38,5.633,74.97,0.4033,0.7214,93.96,15225,63878
41.59,146.66,6.528,80.58,0.5181,0.6112,92.12,23126,52085
74.73,295.61,15.408,112.63,2.5299,0.1797,82.0,74374,0
39.8,177.5,3.473,66.81,0.1449,0.9339,95.59,9160,81092
33.36,109.11,3.089,66.57,0.1817,0.89,94.36,9952,82554
40.39,152.71,5.593,85.62,0.3547,0.6554,92.97,15673,68530
56.1,217.89,6.442,86.38,0.5623,0.718,92.37,18723,42926
47.87,198.9,3.927,87.89,0.2188,0.8649,94.23,8583,78191
63.96,279.63,4.108,83.52,0.0062,1.0,94.95,170,89905
43.58,185.23,13.771,96.78,2.2429,0.33,83.73,100000,136
23.21,92.76,6.362,83.72,0.4763,0.3993,91.81,41733,60975
64.88,224.77,14.895,102.37,2.6812,0.247,82.04,82284,18
49.64,177.39,5.378,81.78,0.2237,1.0,92.82,10013,76847
42.36,126.48,3.045,64.75,0.1749,0.9903,93.34,7754,82282
69.97,285.04,9.187,94.51,1.6047,0.5914,86.75,41169,404
63.81,199.56,4.213,75.17,0.1466,0.978,93.65,5674,79135
48.59,176.61,12.039,98.61,1.7665,0.3816,85.17,66426,0
8.0,40.0,3.147,76.13,0.1213,0.6305,95.02,34397,87400
31.68,125.21,8.53,94.22,0.9889,0.4687,90.38,77895,187
42.31,191.81,8.96,71.13,0.8022,0.5343,91.3,44033,456
50.38,203.01,8.632,90.72,0.9508,0.5282,89.85,38252,0
95.89,347.9,20.362,113.77,4.2656,0.2261,74.58,80883,217
47.02,154.53,7.593,89.02,0.8606,0.5386,90.4,39077,497
65.23,245.64,8.727,91.49,1.2258,0.6129,89.13,41007,0
48.14,184.04,3.38,64.11,0.0705,0.9732,94.46,2670,86992
23.04,80.64,1.534,63.68,0.0125,0.9842,96.39,1417,89222
55.17,178.81,12.639,103.62,1.6453,0.3085,85.41,68253,150
44.42,145.05,2.785,66.66,0.2219,0.8236,94.69,10280,76144
59.45,259.2,5.534,77.61,0.5747,0.8332,92.32,16783,45908
15.25,46.53,2.689,73.66,0.0355,0.8235,94.92,4545,89545
48.24,175.53,3.84,86.13,0.2595,0.7863,93.12,10461,73471
20.99,107.5,2.686,59.05,0.0405,1.0,95.78,3702,88942
26.64,116.33,3.127,60.62,0.0042,1.0,96.03,337,89643
21.73,62.37,5.36,76.29,0.3805,0.4743,93.45,40569,67546
69.42,285.89,7.412,102.66,0.8882,0.6689,89.32,26232,553
36.11,108.73,6.594,83.92,0.758,0.6209,92.76,43628,25021
39.27,169.82,5.018,62.58,0.2179,0.947,95.14,10756,79675
48.65,174.24,7.301,79.63,0.782,0.737,91.91,40944,813
41.12,190.07,5.679,79.57,0.1904,0.6281,93.51,9697,77836
33.07,136.87,2.128,63.91,0.0901,0.9556,95.91,6647,85791
66.66,258.0,12.399,95.03,2.3155,0.3832,85.02,68689,0
28.35,135.41,6.724,71.37,0.7772,0.5516,92.41,50083,35848
25.49,81.95,6.097,73.87,0.6906,0.559,92.83,49021,47763
56.45,231.31,4.292,79.57,0.1538,0.8911,94.63,6697,78121
55.62,228.54,7.701,88.8,0.6825,0.6547,90.27,27295,12966
23.74,110.78,6.454,82.15,0.8693,0.4063,91.34,65898,30177
40.82,158.87,7.751,88.0,0.6822,0.5625,90.36,29121,36857
46.06,168.9,3.673,85.21,0.1125,0.9075,93.91,5496,82703
57.15,222.11,10.821,100.01,1.7382,0.4276,86.53,60707,0
48.95,196.36,6.234,85.95,0.4942,0.6607,92.27,19947,49448
50.39,201.9,5.345,69.39,0.6536,0.8047,93.16,24669,38578
57.2,225.73,9.224,102.43,1.1127,0.5193,88.72,42322,0
61.67,236.96,2.459,78.88,0.0141,0.9147,95.35,493,89982
57.98,218.21,8.404,87.64,1.0784,0.4361,89.79,41979,0
48.68,192.05,2.851,77.14,0.0397,1.0,94.73,1879,87817
81.8,287.72,5.031,99.2,0.581,0.8548,90.89,12420,37823
37.05,158.99,5.755,77.3,0.7399,0.5137,91.13,52438,3750
64.48,226.82,5.074,91.82,0.5152,0.8309,92.34,15620,44746
58.87,244.75,3.203,77.94,0.4926,0.9252,93.3,22239,39684
39.1,146.52,3.533,70.36,0.0592,0.9414,94.45,2684,86437
55.03,215.54,4.738,82.13,0.4631,0.9619,92.3,15003,61509
53.55,171.37,3.376,78.43,0.1133,0.8625,94.06,4141,83968
21.94,109.29,4.429,64.3,0.276,0.6171,95.15,26509,76978
50.16,201.29,8.838,93.23,1.5293,0.3699,87.45,61587,0
41.36,117.64,6.351,92.13,0.7916,0.5444,90.18,43800,3776
45.03,172.09,5.287,70.86,0.119,0.958,94.76,6882,82390
8.0,41.45,2.327,55.91,0.0052,1.0,97.35,1594,89116
39.65,139.31,7.374,81.42,0.6483,0.6556,91.9,30471,40881
55.94,196.63,3.91,88.46,0.3118,0.916,92.64,13650,64668
39.84,148.86,3.47,66.92,0.1885,0.8058,95.52,10408,78553
66.96,259.91,5.399,88.79,1.0584,0.7544,89.57,41579,900
42.54,142.41,5.811,82.67,0.3718,0.8108,92.49,21693,60345
37.47,170.54,4.466,89.71,0.4563,0.6774,92.06,28651,54130
23.54,105.42,4.368,72.27,0.3186,0.7364,94.24,23606,76914
31.84,147.89,4.246,79.81,0.247,0.8055,93.38,20456,73363
39.64,123.67,4.229,72.55,0.1289,0.8777,94.65,6286,83555
47.31,160.18,3.357,77.23,0.2589,0.9054,94.1,11002,74883
43.58,136.94,3.061,63.46,0.0906,1.0,94.9,3753,86359
45.86,135.22,2.878,80.25,0.2258,0.7837,93.58,11514,74667
38.24,160.76,2.999,71.46,0.0818,0.9376,94.86,5749,84279
62.79,211.99,4.847,83.47,0.1309,0.9303,93.53,4077,81694
78.37,309.57,12.303,102.35,2.0124,0.4607,83.97,52883,0
12.86,44.01,1.612,60.61,0.0179,0.9867,96.12,2794,89101
41.45,127.65,3.661,54.51,0.2953,0.961,95.29,13221,75675
53.79,161.9,11.08,101.56,2.038,0.4165,84.99,73326,658
47.94,187.72,9.41,95.65,1.401,0.3345,87.83,71389,105
57.57,212.74,4.952,85.3,0.349,0.7073,93.05,13671,58470
76.34,277.71,9.546,97.44,1.7141,0.6218,86.47,38968,671
46.12,181.45,1.441,66.72,0.1288,1.0,94.8,6037,83079
54.47,180.89,3.462,74.67,0.121,1.0,95.51,4514,82802
63.18,240.66,6.689,94.68,0.8635,0.7975,90.04,31561,148
58.69,213.43,8.846,94.16,1.0375,0.5089,88.83,31186,371
31.81,100.14,5.582,67.8,0.3925,0.7054,93.04,27921,63834
49.62,209.95,4.094,80.44,0.0525,0.8512,94.57,2593,85587
40.48,166.16,2.772,68.34,0.361,0.8352,94.14,16435,69875
32.03,134.32,4.053,67.16,0.1708,0.8609,96.58,9757,82288
25.54,133.9,2.131,70.62,0.0579,0.8772,96.21,5248,87278
29.82,118.07,6.867,84.99,0.6991,0.2746,92.26,58195,14265
54.2,192.92,6.648,87.0,0.4234,0.6577,92.35,13544,59064
28.41,95.24,3.48,53.12,0.1814,0.9874,96.07,11134,84016
35.63,125.49,10.398,89.68,1.8364,0.2829,87.52,100000,0
61.88,220.97,5.648,78.45,0.63,0.9442,92.49,19791,37676
61.29,204.68,11.121,105.04,1.7067,0.4988,85.45,53518,0
63.16,218.07,6.286,99.8,0.7207,0.6443,90.15,26737,302
67.29,245.93,5.781,75.19,0.6336,0.8398,93.19,16668,35607
41.41,141.16,2.238,65.41,0.0368,1.0,94.64,2237,87688
51.14,204.95,5.042,83.41,0.2915,0.8837,93.45,10148,73561
40.65,111.76,3.977,84.33,0.2627,0.6696,92.96,11967,73980
32.55,123.2,2.472,60.78,0.0145,1.0,97.69,827,89069
51.7,190.94,5.63,81.37,0.346,0.8057,93.54,15188,61766
61.97,239.44,1.681,75.32,0.2132,1.0,93.66,7597,75208
37.38,152.04,3.628,70.96,0.1546,0.9971,94.29,7549,83861
48.51,151.06,9.561,100.09,1.3597,0.364,87.64,48764,0
57.99,215.55,4.832,87.08,0.2224,0.8358,91.91,7417,75937
38.34,153.59,4.984,76.8,0.2057,0.7781,95.55,14114,75162
67.03,245.44,5.804,69.93,0.3492,0.9382,94.35,9588,65368
35.93,159.57,8.777,110.28,1.2508,0.1485,87.18,86879,0
47.84,191.66,9.313,96.81,1.64,0.4022,86.45,76323,142
20.98,68.72,2.478,62.2,0.0649,0.9111,96.72,6994,88066
69.66,266.33,3.857,64.86,0.1258,0.9847,95.47,4052,81432
35.26,149.29,5.176,74.28,0.5617,0.8225,93.4,41983,43303
65.75,245.68,4.847,84.09,0.2984,0.9742,92.76,11093,64590
26.58,119.67,11.169,97.85,1.1378,0.0894,87.26,94818,0
44.94,162.84,2.446,65.09,0.2121,0.9079,95.17,9780,77817
22.54,91.22,2.35,63.47,0.0595,0.9113,94.87,4645,88130
27.18,112.31,2.514,61.49,0.0387,0.9296,96.01,2888,88847
48.09,203.77,8.248,89.21,1.1121,0.5318,88.21,54786,449
27.33,86.2,4.218,65.11,0.258,0.7572,96.28,20851,76353
8.0,45.01,6.571,84.03,0.1933,0.4056,92.81,42154,85538
35.08,146.29,2.359,74.39,0.0352,0.863,95.42,2655,88247
34.46,127.4,10.973,85.46,1.641,0.1968,88.15,100000,0
33.51,136.63,7.352,75.87,0.8069,0.556,91.64,59142,6713
44.89,128.26,3.384,78.74,0.0119,0.9456,93.93,691,89298
38.65,137.18,3.049,65.8,0.2757,0.8525,94.04,12743,75456
53.55,243.83,3.098,86.09,0.2254,0.9096,92.7,8618,75655
51.02,189.74,9.868,92.29,1.1909,0.4907,88.95,48609,0
58.66,224.18,3.525,92.68,0.5807,0.9031,92.25,18103,46240
38.53,125.57,2.936,69.61,0.2596,0.7249,94.36,15212,72114
22.07,95.75,8.103,77.71,0.6105,0.4883,92.32,53275,53174
54.35,209.02,7.263,85.46,0.4327,0.7507,93.13,15842,55569
29.85,98.67,6.721,71.96,0.6713,0.7128,93.24,45037,45611
49.6,192.37,3.31,75.92,0.0165,1.0,94.38,772,89276
60.08,231.42,8.261,92.25,0.8282,0.5864,89.29,30958,0
25.36,70.41,7.481,76.79,0.7948,0.4001,92.13,57280,33524
35.62,128.34,5.856,80.97,0.3629,0.8142,94.15,18830,71165
59.65,234.9,2.934,85.69,0.0853,0.9615,93.44,2850,84971
20.82,64.55,1.9,56.52,0.0231,1.0,97.0,2383,89558
38.31,156.13,10.96,93.34,1.4447,0.2258,87.77,87781,0
51.02,220.86,9.422,99.22,0.8072,0.4148,91.61,35118,401
38.42,151.6,6.015,83.86,0.4829,0.6566,92.35,24173,56797
36.84,137.74,2.572,67.57,0.1468,0.8833,95.05,7661,83092
69.09,266.23,3.795,71.03,0.2567,1.0,94.25,9624,68394
29.36,123.72,6.184,67.33,0.3856,0.7029,94.32,29927,66619
59.15,221.59,8.862,103.85,1.2927,0.4589,86.97,49742,0
53.62,197.49,7.546,87.73,0.7207,0.7332,90.11,26462,22621
48.82,194.5,6.439,79.73,0.687,0.6845,91.59,33065,16657
59.42,219.86,2.58,71.8,0.0823,0.9632,94.56,2803,85327
52.26,176.8,3.463,86.94,0.2462,0.7466,93.58,11629,68506
63.14,225.0,2.654,75.21,0.0638,1.0,95.9,2043,87489
53.01,205.33,4.999,78.07,0.1094,0.9288,94.03,4974,81791
45.81,157.68,2.549,68.46,0.005,1.0,95.12,242,89872
36.79,122.21,3.781,77.32,0.2361,0.8485,93.3,17141,73794
43.36,177.33,6.647,78.65,0.9957,0.639,91.56,51136,1116
36.47,160.13,4.664,67.61,0.0056,0.8719,95.69,307,89929
44.39,140.86,2.981,70.93,0.1521,0.891,93.87,5982,83517
50.9,192.81,9.723,87.01,1.0017,0.5383,90.14,37062,296
36.22,109.46,1.106,68.34,0.1311,0.9592,95.59,6247,85173
51.69,170.92,3.651,79.26,0.1599,0.9445,94.19,7370,78667
35.14,142.63,4.575,86.53,0.3541,0.6512,93.44,27079,59905
64.82,268.33,3.637,77.15,0.0176,0.9163,94.55,631,89011
44.78,168.1,12.561,97.61,1.9569,0.2364,85.39,100000,0
17.55,89.95,7.169,79.61,0.5035,0.5401,91.66,52679,67431
38.33,147.06,5.141,76.59,0.2872,0.7405,93.51,17850,70231
45.15,181.39,3.741,71.68,0.1595,0.8706,94.25,9010,79533
55.25,212.81,10.233,92.07,1.4376,0.4085,88.68,62764,0
26.75,93.85,5.372,64.89,0.1526,0.9332,95.15,10928,85195
35.62,149.57,4.0,65.96,0.5968,0.8408,92.75,29127,56457
14.94,52.58,7.343,77.78,0.4424,0.3376,93.21,72218,64448
54.03,206.75,3.553,74.31,0.1428,0.8518,94.76,5292,80960
39.22,125.71,6.23,84.34,0.8514,0.4316,92.33,46171,0
60.72,263.19,5.801,80.56,0.3159,0.8741,92.56,13471,60005
34.03,132.55,6.173,69.16,0.2134,0.7873,93.96,12012,80902
44.06,194.42,3.166,76.04,0.2153,0.9354,94.42,9174,79391
50.42,201.94,8.495,84.46,1.0906,0.5663,89.69,49141,0
45.51,195.62,10.066,93.25,1.3997,0.4003,88.13,56093,0
37.19,139.64,3.371,56.11,0.1351,0.8128,96.47,7622,83469
27.57,112.63,4.559,62.79,0.366,0.7075,94.44,25829,71549
44.31,188.91,6.349,78.8,0.3251,0.7575,93.48,13233,69500
21.06,83.29,4.281,68.57,0.2359,0.6937,94.31,23410,80147
35.03,140.86,5.264,77.67,0.3259,0.6976,92.41,23038,65250
44.11,170.49,11.946,95.88,1.8128,0.3502,86.67,77361,382
25.22,93.61,10.882,93.98,1.3017,0.1828,87.87,100000,0
19.76,88.26,3.433,84.64,0.3957,0.5519,92.36,45002,67914
45.15,168.11,9.229,87.75,1.2242,0.4383,89.66,51949,0
52.53,172.13,4.295,69.35,0.5662,0.7554,93.64,20648,43331
43.4,174.34,10.806,102.8,1.7728,0.3288,85.79,100000,302
50.12,194.72,5.198,85.45,0.3191,0.6829,91.51,15266,60896
26.48,103.05,4.184,84.07,0.253,0.7503,92.67,25377,74934
50.44,174.93,6.695,90.59,0.7231,0.7704,90.13,25161,31701
27.44,93.7,4.476,62.18,0.0565,0.8491,96.21,5204,87411
12.86,65.74,3.808,66.18,0.1682,0.6725,95.45,30434,84433
65.07,262.97,12.558,112.45,2.5148,0.418,81.37,100000,16
69.76,292.15,9.218,98.57,1.1231,0.4532,88.02,30267,1275
34.34,143.74,4.331,64.7,0.0344,1.0,96.39,2651,88596
59.27,256.09,4.756,81.11,0.4187,0.8088,93.06,14160,56325
48.08,186.49,7.118,84.61,0.7099,0.6457,90.87,29200,24079
68.65,263.1,3.701,88.5,0.1273,0.9637,93.25,4142,79911
50.85,190.3,3.716,69.27,0.2048,1.0,95.28,9379,76698
74.99,281.27,8.96,90.78,0.953,0.7791,89.73,25015,207
25.25,101.91,2.152,65.79,0.1401,0.8878,96.02,13392,83659
42.2,165.83,4.622,74.37,0.1631,0.9407,95.33,7384,82728
48.08,168.52,4.001,74.39,0.085,0.9893,94.87,3154,86495
36.11,146.4,2.841,59.46,0.2852,0.9054,94.91,16880,74777
56.76,184.74,3.028,84.42,0.2355,1.0,93.39,8072,77042
56.79,203.32,2.563,84.59,0.034,1.0,95.24,1100,88442
30.07,114.71,3.978,72.05,0.2286,0.7057,94.38,13171,80293
72.53,277.12,6.539,96.94,0.7109,0.7351,90.39,18100,15494
51.47,203.48,5.44,78.32,0.3332,0.8461,93.57,15978,62368
83.03,308.82,11.155,105.53,1.9667,0.4606,83.82,47303,223
30.04,78.36,2.315,63.12,0.1461,0.922,96.46,9135,84251
33.82,96.69,11.352,102.05,1.8315,0.116,86.05,100000,69
55.53,185.05,9.75,88.39,1.4055,0.5943,87.97,64444,0
33.67,120.96,3.341,73.35,0.112,1.0,94.6,8497,84350
59.87,194.99,2.84,79.8,0.1123,0.9988,95.23,3491,84292
56.36,209.18,2.934,78.01,0.0383,1.0,94.31,1253,88317
77.68,330.36,5.649,89.53,0.5888,0.9252,90.99,18738,20780
25.52,110.83,4.246,64.6,0.106,0.7804,95.35,8158,85208
55.83,227.22,5.205,90.49,0.1988,0.7123,92.12,8923,72744
44.03,161.06,12.196,95.19,1.8088,0.3762,85.82,73097,0
38.88,130.46,3.144,80.53,0.1702,0.7128,93.84,7748,81961
26.1,92.76,10.033,98.5,1.0401,0.2002,88.0,91125,0
30.45,131.16,5.162,67.6,0.1817,0.8392,95.01,15700,79183
66.42,235.27,5.685,94.58,0.5139,0.7582,91.44,19357,29355
60.27,228.02,3.159,84.89,0.0015,1.0,93.41,63,90204
62.37,227.44,9.257,99.28,1.6053,0.5175,86.69,45987,0
48.13,177.76,10.662,99.78,1.2945,0.417,88.68,48065,672
29.65,120.82,4.455,57.95,0.1311,1.0,96.07,9355,85319
56.69,238.0,3.256,75.01,0.0545,1.0,95.43,2055,86050
28.25,70.82,6.861,80.38,0.6156,0.6143,92.15,46919,46319
34.96,153.3,4.906,78.23,0.323,0.8234,93.96,17802,73095
55.72,210.35,11.577,106.51,2.1886,0.3558,84.03,73308,0
58.64,221.04,11.547,108.38,1.6911,0.5301,85.61,54497,0
48.49,196.91,10.347,85.08,1.6699,0.4829,88.24,66524,158
43.41,172.91,4.256,80.2,0.0831,0.8785,94.51,4562,85769
38.02,149.2,1.813,71.89,0.0006,1.0,95.79,34,90014
64.94,219.66,7.618,97.47,0.8325,0.6859,90.54,22526,3627
39.94,136.09,2.955,63.34,0.2828,0.8864,95.27,12518,76161
47.25,170.41,10.09,91.17,1.3505,0.4496,88.28,60968,0
45.91,182.08,4.492,86.24,0.1823,0.7284,92.73,6998,81053
9.19,60.12,4.786,75.46,0.2351,0.4484,94.2,44109,83806
47.28,173.17,3.083,71.09,0.0418,0.9925,96.66,1630,87125
39.89,115.76,6.082,77.83,0.292,0.7613,93.32,13115,74410
47.55,177.46,10.997,98.08,1.8227,0.3602,84.87,73766,0
45.55,149.45,7.889,88.06,1.3535,0.6101,87.74,51866,0
62.14,218.62,6.092,82.42,0.4932,0.7917,91.7,14938,49637
19.49,71.15,2.962,69.13,0.0744,0.841,95.52,6792,88538
60.34,249.22,4.578,78.82,0.0619,0.766,94.42,2141,86315
37.76,127.33,3.229,70.17,0.0716,1.0,95.12,3339,87484
51.56,193.87,5.775,88.33,0.5097,0.6564,92.35,22438,40064
26.61,96.89,5.761,71.95,0.3142,0.8269,94.7,27434,73315
36.83,142.2,3.221,61.4,0.1039,0.9719,97.16,7175,84573
12.55,53.1,2.687,51.28,0.0211,0.8633,97.3,3347,90136
42.41,139.14,2.671,68.71,0.0383,1.0,95.31,1615,89045
32.35,156.51,7.574,80.1,0.598,0.5492,91.75,44574,36513
67.8,274.31,9.278,93.01,1.6009,0.5514,86.5,42675,0
61.45,227.73,14.128,102.19,2.527,0.3073,83.59,78682,0
25.89,71.49,1.864,63.41,0.1352,0.8884,95.01,11557,84497
21.22,58.26,5.14,71.29,0.2176,0.5955,94.64,23642,78666
26.77,106.78,5.072,66.42,0.3628,0.7222,94.57,23692,74550
52.07,199.42,5.854,85.24,0.6432,0.7902,91.24,23230,37708
39.61,157.02,8.299,80.25,0.6993,0.4947,91.23,36494,23934
38.81,120.43,6.345,71.08,0.8378,0.5953,92.39,43389,13501
42.59,161.13,2.612,81.71,0.1141,0.9051,94.06,4752,84912
41.91,161.32,2.954,83.82,0.0568,0.8072,94.01,3512,86898
43.52,169.77,2.297,70.1,0.0536,1.0,95.34,2290,88612
50.77,210.84,9.963,98.6,1.7364,0.3682,85.94,62307,0
33.61,138.93,5.349,74.27,0.4446,0.6885,93.25,22941,65605
62.97,247.92,4.251,82.56,0.0721,0.8617,94.39,2321,85873
64.61,249.52,6.943,91.47,0.349,0.7707,91.58,14066,52763
52.46,184.35,8.371,91.21,1.0734,0.7248,89.8,38363,103
32.17,156.09,3.448,66.69,0.0808,0.9084,95.67,5134,86861
58.96,263.14,12.364,97.79,1.7139,0.2296,86.58,57283,0
33.97,128.19,3.57,66.94,0.2201,0.8258,94.38,13304,77873
26.47,110.0,5.571,79.03,0.6017,0.4755,92.68,47001,47575
19.8,100.2,7.091,78.63,0.5326,0.4457,92.84,47851,63031
28.75,110.86,4.899,67.71,0.1872,0.6131,94.93,15414,79833
30.17,97.37,4.732,72.2,0.1397,0.7683,93.54,8042,84808
51.78,192.83,4.451,71.51,0.1874,0.9537,93.52,7323,78753
45.23,156.5,10.05,99.7,1.5605,0.3024,86.77,71865,0
45.58,198.25,14.499,101.25,2.5369,0.1341,83.27,100000,0
52.5,193.42,13.873,95.72,2.0878,0.4818,85.16,69988,0
50.85,222.78,1.843,75.19,0.1386,0.9249,93.53,5507,82223
64.36,259.2,8.051,102.09,1.2467,0.4734,88.05,40003,0
66.08,265.92,15.095,105.07,3.0348,0.5275,80.77,97912,0
62.16,230.4,2.634,88.73,0.1757,0.8948,91.25,5919,77527
50.38,212.26,7.898,85.94,0.9845,0.5677,91.06,49987,254
38.73,161.74,4.693,62.49,0.0519,1.0,95.43,3074,86859
40.9,110.06,10.046,98.39,1.3497,0.5169,87.27,57334,170
57.85,231.61,11.182,105.12,2.074,0.3283,83.67,92653,630
35.2,146.74,4.872,75.8,0.584,0.7082,92.96,29063,54193
26.89,135.63,2.856,59.9,0.0282,1.0,96.62,2302,88744
50.76,217.5,4.934,74.57,0.3605,0.8518,93.28,12651,68895
54.83,203.89,2.425,69.97,0.0755,1.0,94.82,2593,87701
18.37,91.87,1.804,65.61,0.0891,0.949,95.68,8623,86935
36.49,110.28,5.876,69.22,0.3459,0.8331,94.69,18377,70147
21.06,90.73,4.676,74.91,0.2601,0.5616,94.57,26736,77627
32.08,131.27,8.279,78.87,0.868,0.6107,90.87,50805,23090
32.75,121.29,6.959,74.1,0.5544,0.6649,93.69,34038,52147
19.49,46.57,4.582,65.25,0.2363,0.6247,94.45,28493,77778
10.49,40.0,1.735,52.09,0.0066,1.0,96.66,1600,89647
35.4,148.75,2.827,72.73,0.034,0.8896,95.13,1927,88107
21.43,54.91,1.383,58.54,0.0102,0.9244,97.0,1003,90094
23.17,99.83,3.351,62.47,0.151,0.8476,96.0,12614,84166
49.85,211.62,8.401,99.89,1.2863,0.5145,87.91,68865,0
47.31,170.75,5.242,78.09,0.5513,0.6981,92.73,23765,44433
41.42,208.46,4.007,86.0,0.3472,0.6451,92.04,22414,57836
15.57,40.0,4.689,56.87,0.1736,0.7185,95.69,19642,84925
59.11,230.6,11.235,90.47,1.6303,0.4452,87.48,54346,0
30.34,117.62,6.968,79.86,0.641,0.4221,93.39,49746,30442
38.61,144.8,3.875,84.32,0.0044,0.8585,94.55,304,89957
31.22,122.7,9.767,85.41,1.3797,0.2961,88.58,77425,0
36.48,147.72,4.09,66.87,0.1298,0.8762,94.85,8182,83217
38.1,142.87,3.664,72.64,0.0239,0.9409,94.68,1443,88609
34.75,117.36,4.933,86.14,0.4194,0.6692,91.6,25838,60674
53.86,195.27,4.935,83.64,0.2639,0.7501,93.0,12260,66559
40.12,160.59,5.481,76.43,0.4338,0.7719,92.96,20342,63579
48.77,179.35,12.265,92.78,1.9762,0.3167,84.95,100000,5
41.52,159.98,5.314,72.39,0.1944,0.8427,94.29,10891,77675
28.91,93.28,6.989,88.87,0.6416,0.3913,90.84,54633,28887
63.7,220.9,6.612,96.51,0.5206,0.7603,91.13,20394,30244
47.21,174.0,10.059,101.75,1.4538,0.2886,87.8,66073,891
24.98,99.03,5.152,61.06,0.1952,0.8258,95.88,19770,80159
62.76,235.95,5.864,93.28,0.3471,0.7515,92.59,14185,52853
36.88,128.2,7.961,84.75,0.6355,0.5405,91.39,30489,44163
15.79,40.0,3.511,61.81,0.1037,0.8802,95.84,13119,86977
51.56,198.97,6.482,86.33,0.6959,0.6564,92.16,25267,26852
39.39,162.33,8.357,91.57,0.7824,0.5672,90.75,48779,2443
71.86,244.59,4.067,82.57,0.2811,0.8876,91.73,6788,71221
66.8,253.99,8.576,91.98,0.7975,0.6156,90.0,28107,0
46.92,167.4,4.095,73.48,0.018,0.8755,96.28,989,89034
50.1,199.6,5.016,73.0,0.2932,0.9299,93.59,10437,73606
36.54,132.38,3.08,61.45,0.0717,1.0,96.61,3580,86499
53.76,238.37,4.071,78.26,0.397,0.8561,92.85,12768,65545
33.38,120.42,2.1,64.88,0.0056,1.0,96.23,293,90573
54.71,231.61,6.982,91.2,0.62,0.5794,92.37,23066,26304
20.69,64.45,4.618,67.33,0.2129,0.7251,93.74,21606,80762
32.36,130.35,4.193,62.21,0.1018,0.87,95.66,5931,87017
37.76,117.36,8.196,92.59,1.0809,0.3266,89.22,62743,0
62.2,232.79,8.837,100.06,1.1577,0.5108,88.97,41428,0
36.14,148.48,4.117,73.07,0.3319,0.7869,94.31,19752,69289
13.88,53.54,4.061,58.01,0.1462,0.8314,96.57,19178,86282
18.01,80.87,3.022,54.1,0.1398,0.8326,95.51,17883,84955
