Load (kN),Torque (Nm),Vibration RMS (mm/s),Temperature (°C),Wear (mm),Lubrication Index,Efficiency (%),Cycles in Use,RUL (cycles)
61.84,281.11,2.284,77.41,0.0451,0.9724,96.71,1979,98155
90.43,372.99,4.646,75.43,0.3137,0.9253,94.76,10268,74690
62.63,272.48,3.327,69.91,0.2425,0.788,95.21,10975,81754
36.59,124.69,2.312,67.99,0.0522,1.0,96.7,5263,97458
47.18,209.93,2.908,59.87,0.2918,0.8301,95.72,21290,78915
40.87,164.07,1.59,54.98,0.0046,0.9433,97.75,353,100472
50.14,203.81,4.199,76.01,0.1486,0.7437,95.61,10742,87661
69.76,292.14,9.662,92.29,2.148,0.4234,86.72,81375,482
44.17,170.67,3.131,68.0,0.1548,0.9618,96.66,11155,92299
39.77,163.2,3.346,68.28,0.1798,0.7687,96.61,13410,90102
59.29,274.77,5.226,75.11,0.3542,0.7431,95.17,19226,69593
35.33,171.82,3.798,73.76,0.3097,0.7704,94.84,24745,83523
34.26,147.94,4.34,77.67,0.5833,0.6328,94.32,49619,57708
56.88,233.75,2.682,63.98,0.0987,1.0,96.72,6334,93242
17.75,60.34,5.327,70.84,0.4146,0.3916,95.63,61612,78493
41.31,153.62,4.977,73.93,0.5135,0.6407,94.43,42509,52917
65.41,298.14,6.601,89.51,0.7469,0.6495,91.99,38474,5341
17.0,71.25,2.078,55.56,0.0161,1.0,97.31,2724,100183
18.3,50.0,2.048,56.12,0.0033,0.8678,98.17,656,99350
24.19,75.31,4.583,55.62,0.2164,0.736,97.07,27043,89031
10.0,50.0,5.307,73.85,0.2109,0.3204,95.5,59663,91810
84.14,294.21,6.631,77.81,0.7619,0.8183,93.69,26344,17415
52.17,204.35,1.457,67.7,0.1168,0.932,95.85,7195,93379
37.93,114.19,2.626,67.49,0.0363,0.9639,95.87,2846,98963
26.78,117.8,6.037,69.85,0.2585,0.6139,96.26,36079,82888
89.62,376.2,6.929,87.65,1.0353,0.7351,92.17,38379,170
61.79,279.28,4.669,77.86,0.1024,0.8286,95.47,5682,92338
47.69,207.55,2.6,68.94,0.0138,0.9902,97.14,858,98950
71.95,354.67,4.606,78.5,0.4372,0.9355,94.72,15742,70225
57.0,232.36,6.78,77.29,0.4904,0.6958,94.28,26220,56307
40.96,160.38,4.538,73.66,0.522,0.7985,93.09,36726,64828
39.08,185.82,3.789,68.61,0.5774,0.6618,95.15,49813,48928
39.37,170.44,3.242,65.53,0.3301,0.7935,96.2,28290,77695
31.71,133.79,1.916,62.41,0.0408,0.9617,97.41,3526,99309
70.01,314.0,5.267,75.41,0.8063,0.7955,92.57,34426,14515
40.68,192.26,8.339,84.0,1.3377,0.4301,91.86,100000,636
74.36,276.0,11.643,92.02,1.7328,0.3371,88.74,70802,0
35.08,144.43,4.081,75.02,0.5845,0.5348,94.34,61594,41510
39.22,173.64,3.304,57.2,0.1207,0.8748,96.57,10793,92947
41.86,123.75,6.345,68.64,0.6791,0.6164,94.13,41684,47829
33.82,126.02,5.201,76.56,0.5267,0.4455,94.24,57135,46441
39.44,175.86,4.589,66.7,0.4877,0.7493,95.31,34027,68597
59.91,271.3,3.165,64.71,0.1927,1.0,96.55,8653,90312
71.64,293.67,11.664,100.28,2.4284,0.2758,84.9,92265,0
55.38,210.76,4.338,84.29,0.3332,0.7453,95.02,17980,73757
28.57,122.01,2.129,52.96,0.0344,0.9819,98.31,4171,98709
39.21,161.99,2.583,57.04,0.0493,0.9851,97.11,3489,97824
39.58,153.97,4.045,67.06,0.3554,0.6247,95.89,31283,69337
80.61,309.61,5.224,81.5,0.4919,0.873,93.97,17272,57098
67.74,274.88,2.112,80.05,0.0769,1.0,95.49,2978,96070
71.86,270.2,7.58,101.93,0.8332,0.6519,92.32,40454,185
37.24,141.44,6.188,73.11,0.65,0.6699,94.32,48182,52166
27.08,112.17,3.299,65.9,0.3851,0.6651,95.03,38775,78794
60.32,240.03,2.503,77.27,0.1327,0.909,95.38,6779,90999
41.72,213.24,5.287,70.38,0.5736,0.638,94.85,35114,58708
55.25,229.02,3.212,71.79,0.0063,0.8569,96.08,323,100306
57.42,259.23,3.917,79.49,0.2288,0.8101,95.0,10920,85731
42.89,182.39,1.918,67.02,0.2533,0.9297,96.62,15266,88318
68.07,261.98,8.191,82.77,1.1155,0.6047,91.28,54099,422
23.71,86.78,3.367,66.25,0.0992,0.8672,97.05,14848,95462
51.97,214.86,1.754,69.21,0.0053,1.0,96.53,340,99156
62.21,248.28,4.245,80.62,0.2742,0.7611,95.03,13032,79487
80.64,338.18,4.33,93.21,0.4616,0.6543,92.93,20730,40168
52.43,207.04,10.343,92.78,1.6223,0.3379,89.63,89281,157
72.63,306.87,10.632,93.81,2.2877,0.376,86.55,84924,9
71.45,319.32,4.778,81.29,0.1526,0.8465,94.46,5986,90632
92.06,403.09,4.528,90.48,0.1904,0.9175,94.26,6142,85354
55.83,241.21,3.695,70.5,0.1003,1.0,95.95,5352,94940
86.94,368.19,9.186,91.82,1.2367,0.589,90.1,46666,239
64.58,249.42,2.315,71.59,0.0044,1.0,97.12,181,99554
22.39,116.14,1.368,58.13,0.0286,0.8922,97.5,4081,100134
50.52,176.16,3.066,71.47,0.3938,0.898,95.14,23163,74603
33.5,133.86,3.146,51.11,0.0864,1.0,98.04,8533,95946
77.54,307.65,3.5,66.88,0.0796,0.9657,96.72,2907,94221
53.03,234.84,5.108,71.47,0.2554,0.715,96.28,13383,83768
26.25,144.67,2.651,57.15,0.0911,0.9627,97.96,9615,96611
65.89,269.68,3.09,80.83,0.4779,0.8309,94.28,21468,60470
73.79,342.58,12.439,101.48,2.1309,0.2096,86.74,100000,0
42.74,169.47,4.34,67.52,0.0483,0.7985,96.86,3982,96828
41.95,163.89,2.843,63.46,0.1585,0.7973,96.75,13991,89051
53.63,211.75,8.97,86.56,1.4012,0.3222,90.1,80641,0
17.41,97.56,4.743,71.4,0.3508,0.5306,95.0,62836,82086
62.77,287.14,4.187,82.75,0.3452,0.8775,94.07,15040,77103
80.44,331.32,6.41,84.09,0.9795,0.7255,92.03,36015,0
38.29,173.11,3.541,61.28,0.0369,0.9498,97.36,2759,98078
83.18,338.32,6.663,86.57,0.9984,0.63,91.61,37400,432
67.91,306.88,10.73,100.06,2.2481,0.2769,85.35,100000,0
48.61,194.39,4.108,74.32,0.4426,0.7922,94.82,23132,71686
61.43,276.44,5.677,82.68,0.407,0.7698,94.47,20704,64891
78.76,346.47,4.082,82.12,0.1553,1.0,95.15,6222,89316
52.55,229.99,4.604,67.84,0.4464,0.7859,94.91,30136,59838
57.07,195.98,6.479,82.76,0.5249,0.6362,92.41,26780,51566
40.36,184.92,4.503,65.56,0.3953,0.7147,96.15,31661,70676
47.84,225.08,4.354,60.31,0.011,0.9834,96.86,793,99567
62.61,267.66,5.035,84.06,0.4875,0.677,93.94,23870,53873
46.75,214.69,3.626,81.08,0.3841,0.6447,94.47,27111,67783
40.94,170.81,3.384,65.75,0.0784,0.8848,96.45,6978,94999
70.72,281.32,2.569,84.39,0.1857,1.0,94.89,7008,89376
58.69,244.52,2.965,68.17,0.2048,0.8673,95.53,9698,89049
41.36,204.84,5.595,69.41,0.462,0.7819,95.68,37315,63580
81.55,350.26,5.253,81.79,0.6402,0.7754,93.09,27962,17615
88.05,355.35,10.008,99.86,1.7285,0.5223,87.31,56078,276
68.26,304.83,2.904,77.14,0.256,0.8478,95.01,10515,82066
28.5,135.57,7.085,95.98,0.7654,0.3199,91.89,72936,35354
57.33,266.88,4.167,69.72,0.7173,0.6995,94.22,40843,21996
60.6,232.51,4.716,76.84,0.3001,0.806,94.87,15076,77632
21.47,76.35,3.167,64.47,0.0251,0.8904,97.01,3003,100757
71.46,329.09,2.588,76.34,0.1988,0.8256,96.4,8911,84057
53.76,221.07,9.768,85.52,1.5485,0.2941,89.0,94235,412
70.21,241.62,3.695,81.19,0.2955,0.8207,94.9,11148,79411
44.5,155.84,3.057,67.66,0.2065,0.7738,96.86,12010,88887
58.72,264.02,4.313,70.65,0.1252,0.8637,96.82,6306,92091
59.57,240.29,6.253,91.3,0.8295,0.5412,92.74,49329,10
53.39,211.06,4.929,83.42,0.1612,0.789,95.02,9674,88997
58.84,280.17,3.547,83.73,0.2575,0.8323,94.96,12026,83671
47.53,204.3,3.897,81.91,0.2918,0.7487,94.93,16051,82509
28.71,141.89,2.937,54.63,0.1896,0.7976,96.47,17060,93154
13.25,59.98,2.428,61.77,0.0656,0.8034,97.16,15897,97347
38.89,155.31,3.404,63.89,0.2693,0.7025,95.8,21020,82294
64.23,237.04,6.395,81.23,0.9125,0.5944,92.21,50543,0
31.3,122.12,5.047,69.58,0.4537,0.4394,95.77,51325,58625
69.09,283.0,8.288,83.76,1.2958,0.5458,91.26,48031,0
75.04,292.11,2.752,76.89,0.0876,1.0,95.22,3198,94546
58.51,260.39,6.14,81.71,0.8276,0.6241,93.19,48235,875
47.01,182.43,2.813,74.21,0.0546,0.754,96.25,3844,96883
68.44,289.76,3.418,68.13,0.091,0.8845,96.73,3996,93381
70.83,287.32,11.147,95.59,2.19,0.3079,87.37,88616,879
45.95,175.42,7.018,85.1,0.8599,0.5475,93.03,51344,14859
51.53,187.25,6.516,89.2,0.4528,0.5913,93.13,24116,63386
35.36,136.04,5.836,74.57,0.8476,0.6196,92.7,62376,34918
55.15,226.99,10.462,95.58,1.8952,0.2493,87.62,100000,0
12.79,56.1,3.774,57.25,0.1349,0.7808,96.91,28298,95495
44.73,179.04,3.91,67.68,0.4287,0.7266,95.53,28472,68823
34.64,146.54,5.402,82.5,0.4246,0.5072,93.98,42125,62077
48.41,208.24,2.956,70.77,0.107,0.7849,96.99,7924,92473
35.69,165.18,2.547,70.77,0.0599,0.886,97.0,5486,96855
15.56,88.36,4.131,54.22,0.2311,0.7638,97.46,42761,91602
38.23,181.59,3.437,75.41,0.1661,0.7266,94.78,12689,90581
41.44,154.18,3.34,73.49,0.0482,0.8915,96.84,4353,97210
69.17,292.42,5.237,75.39,0.2904,0.7951,95.66,11345,79267
38.46,192.17,2.943,62.36,0.1512,0.9338,97.07,13325,90589
34.74,136.05,8.605,84.84,1.292,0.289,91.81,100000,1044
28.55,146.42,3.244,63.4,0.3305,0.769,95.59,35916,81578
70.57,302.85,6.099,76.4,0.5483,0.865,94.6,22705,53081
45.99,164.36,9.42,74.61,1.7691,0.4781,90.09,100000,0
54.9,270.02,8.602,88.35,1.134,0.5478,90.92,70035,0
22.21,109.95,4.24,66.11,0.1307,0.6738,96.52,21523,93569
18.41,85.42,5.031,67.92,0.3718,0.5447,95.72,70832,78058
33.77,149.64,3.31,57.44,0.1481,0.7757,97.3,15541,90325
79.22,338.59,3.553,82.56,0.1743,0.9138,95.27,7857,85286
30.35,117.46,4.357,67.2,0.0935,0.9618,95.59,7945,96782
38.73,177.0,3.005,69.13,0.3366,0.7475,96.04,32569,73584
50.23,203.72,5.751,77.28,0.3311,0.7921,93.94,20859,76017
38.75,141.11,3.714,72.06,0.38,0.7985,94.44,32272,73405
58.61,230.71,6.907,77.33,0.7661,0.5665,92.75,34758,22606
35.04,113.07,2.384,56.68,0.0072,0.9975,97.64,677,99732
30.18,121.96,2.412,54.83,0.0159,0.9086,97.69,1667,99134
98.92,393.77,5.81,91.52,0.8978,0.7275,91.67,22822,0
33.14,126.76,2.377,62.77,0.0791,0.8382,97.05,6360,97300
64.31,240.96,4.941,87.7,0.561,0.6726,92.91,30034,35504
33.04,107.31,5.319,73.87,0.215,0.5982,95.36,24101,83632
22.26,132.66,4.019,61.55,0.2157,0.7846,96.12,26439,92133
48.38,205.07,4.214,61.2,0.1698,0.9105,95.97,10806,90687
25.86,102.22,4.788,68.44,0.3019,0.6398,95.94,30636,86273
42.92,167.75,6.508,79.83,0.6181,0.5114,93.98,53069,27993
35.67,156.75,9.523,87.92,1.283,0.3255,91.2,100000,0
72.53,305.3,8.478,89.04,1.4562,0.5141,90.35,54687,0
22.25,87.49,3.382,65.36,0.1978,0.6621,95.95,24459,91212
62.17,268.89,2.805,75.34,0.1585,0.9208,95.36,6449,90747
55.13,243.06,6.602,81.32,0.6791,0.6557,93.57,34319,37664
45.88,148.77,9.324,95.19,1.4046,0.3522,89.76,83252,0
36.35,153.24,3.202,65.35,0.0727,0.8266,96.41,7143,95182
53.1,230.78,1.752,69.74,0.1412,0.9291,95.95,8871,91382
54.06,222.14,2.929,73.1,0.0978,0.8918,95.62,4841,94635
57.09,209.81,6.415,78.55,0.8682,0.6048,91.84,40036,12576
45.16,182.54,4.753,68.45,0.262,0.6928,95.13,15655,83812
29.39,121.23,1.715,56.95,0.0177,1.0,97.4,1942,98640
65.81,280.92,9.313,87.77,1.211,0.4017,91.34,62371,0
49.94,227.52,4.726,72.95,0.4848,0.7825,95.24,24471,68240
38.97,183.14,2.669,65.57,0.1688,0.9768,97.21,12063,92370
31.97,129.3,2.472,64.16,0.1102,0.9046,97.04,12647,94217
66.6,286.83,4.771,85.88,0.2643,0.7241,94.31,10285,82228
74.92,312.38,5.35,78.45,0.4024,0.7634,93.53,18236,58275
60.36,271.51,2.978,74.65,0.2267,0.8935,95.37,12331,84126
61.56,273.98,4.265,78.46,0.4991,0.6374,94.7,23819,53148
71.1,312.11,7.76,89.42,1.1906,0.6309,90.69,44553,0
43.49,179.01,6.104,77.68,0.4925,0.6183,94.75,33668,60493
88.41,395.77,4.0,86.76,0.3088,0.8295,94.43,10464,72397
30.93,141.43,4.654,76.67,0.2447,0.6612,95.34,22570,86359
45.62,183.85,6.802,80.37,0.7455,0.5147,93.82,55001,13030
36.11,154.02,2.122,58.73,0.0246,0.9954,98.32,2119,98619
51.14,201.2,3.295,74.16,0.0387,0.955,95.68,2446,97296
81.16,350.13,6.055,76.25,0.5855,0.8562,94.17,24369,35685
45.71,198.54,5.153,76.85,0.5154,0.644,94.19,30576,61148
57.59,240.0,2.698,57.73,0.1617,1.0,96.96,7125,92703
10.0,50.0,3.83,64.0,0.1608,0.7085,96.64,41021,96431
57.7,253.97,4.581,84.86,0.5123,0.6159,93.34,31176,42557
67.97,290.97,10.16,90.97,1.4145,0.304,89.65,77031,0
52.21,193.09,3.799,74.18,0.0895,1.0,95.92,5552,95067
30.81,142.5,4.712,78.78,0.4696,0.5851,94.39,41754,69598
28.39,113.98,4.229,45.44,0.0218,1.0,98.76,2620,99364
40.02,147.19,4.788,69.66,0.2757,0.696,95.72,24992,78298
28.24,129.22,3.556,73.82,0.2436,0.7409,96.13,24082,87681
78.37,311.84,5.36,90.19,0.4023,0.8612,93.65,14750,67503
58.42,212.85,7.81,84.13,1.2869,0.5337,91.52,55847,352
76.0,322.67,4.412,80.49,0.0033,1.0,95.22,131,100695
44.8,172.37,3.541,65.75,0.3524,0.8672,95.63,22030,78894
36.24,156.81,1.55,50.33,0.0922,1.0,97.5,7345,96463
37.35,186.09,4.449,74.49,0.413,0.6051,94.69,40819,61979
41.68,197.77,2.027,70.25,0.0208,0.9737,96.48,1321,98874
41.1,166.37,5.243,66.06,0.8236,0.6836,94.36,53434,33351
71.99,299.92,7.819,94.19,1.1339,0.4933,90.06,54622,517
66.45,241.29,8.637,97.77,1.19,0.5264,89.75,53669,0
54.88,210.52,2.224,64.42,0.092,1.0,96.91,4966,96044
20.12,105.57,4.89,64.4,0.2208,0.7371,95.46,29861,91576
55.31,254.26,2.621,58.03,0.0088,0.9599,97.4,434,100024
44.41,224.69,6.849,82.81,0.7575,0.4713,92.51,56509,12667
75.31,300.12,5.984,92.71,0.9606,0.6374,91.65,38509,0
66.12,275.51,4.001,73.67,0.4508,0.8243,94.68,22724,59260
52.56,197.13,6.269,85.05,0.7303,0.5849,93.33,39346,27429
12.24,51.87,1.773,55.78,0.0116,0.9773,97.05,2972,99794
47.55,224.41,2.888,73.09,0.414,0.7643,95.3,22565,73928
38.24,172.61,2.675,79.17,0.1064,0.8964,95.35,10329,93796
57.3,230.55,11.509,99.35,1.8021,0.1797,87.95,100000,521
29.44,123.55,7.336,71.25,0.6299,0.3645,94.58,58372,50394
54.72,201.88,5.49,74.22,0.6095,0.5992,93.71,39646,27769
10.07,50.0,5.053,83.54,0.2881,0.2232,94.46,81429,86601
25.06,113.48,2.276,60.84,0.0941,0.8535,97.51,12778,96164
34.16,170.57,5.975,70.2,0.9132,0.4662,94.01,69343,21162
40.17,169.22,2.605,53.04,0.131,0.9323,97.52,11802,92305
57.0,274.54,5.525,87.46,0.7664,0.5174,92.78,39592,13841
20.21,113.31,4.496,74.97,0.2427,0.6252,95.0,40002,87088
38.46,179.7,2.179,58.45,0.006,0.9906,97.22,556,98845
38.92,164.92,3.101,71.7,0.2073,0.8706,95.87,13438,91014
62.38,260.84,3.442,61.12,0.0115,0.9684,96.92,589,99318
46.55,172.8,9.178,88.87,1.4626,0.2356,89.77,100000,79
32.59,131.21,2.589,61.7,0.0398,1.0,96.88,3910,98461
30.58,89.4,3.609,71.3,0.2158,0.6688,95.57,23480,86974
40.05,150.77,5.999,69.32,0.7374,0.6292,94.63,46899,43607
20.33,91.78,1.379,60.85,0.0475,1.0,97.1,6742,99151
79.27,333.91,5.449,83.08,0.4913,0.6593,94.62,19911,43135
49.92,242.74,5.53,87.58,0.4222,0.7054,94.05,28051,62533
33.56,112.4,3.143,67.25,0.0611,0.872,97.07,5238,96491
31.02,169.42,5.642,74.12,0.4385,0.5104,94.71,45227,66609
28.27,124.02,3.787,58.12,0.0932,0.9311,97.46,10672,96120
56.68,251.18,2.951,62.09,0.1115,0.9612,97.56,7111,92775
20.24,116.25,1.973,54.26,0.1935,0.8412,96.21,24513,93477
46.8,209.79,5.0,80.22,0.2082,0.7965,95.73,15845,84639
60.33,196.92,9.904,88.85,1.7842,0.3238,88.56,75879,0
39.45,206.89,7.005,88.33,0.7527,0.4852,91.41,63624,17969
31.79,123.55,3.447,66.51,0.1968,0.835,96.51,19812,89503
65.08,262.54,3.235,68.78,0.2776,0.8204,95.84,13354,77975
29.63,142.5,2.85,67.58,0.1221,0.8024,95.86,11814,94623
45.0,170.53,2.488,66.74,0.1302,0.8788,97.02,9341,92641
52.07,227.64,3.836,67.62,0.4016,0.776,95.22,23594,68519
39.13,122.51,6.109,71.44,0.5159,0.4786,94.5,49039,43622
28.43,117.78,2.89,64.48,0.0887,0.8438,97.02,11165,95352
39.95,175.56,2.47,65.56,0.093,0.9318,96.8,6325,95843
56.13,219.06,3.798,74.21,0.3334,0.6769,95.52,19358,69903
36.89,136.13,3.729,62.91,0.0232,0.9249,96.77,2146,98998
58.19,263.83,6.631,85.16,0.8332,0.6152,92.17,36247,20535
45.41,190.39,3.772,63.89,0.2873,0.8695,95.98,21917,79470
39.11,150.0,4.448,69.73,0.2418,0.7322,95.76,20578,83588
36.94,165.93,2.689,76.79,0.1222,0.6928,96.03,10719,93029
54.18,209.81,7.227,87.73,1.2226,0.3717,91.32,70513,114
70.29,258.25,2.745,78.94,0.072,1.0,95.5,2845,96601
52.19,186.19,7.705,85.71,0.9665,0.3907,92.02,61166,0
32.63,135.77,2.896,54.47,0.1802,0.8605,96.41,14182,92517
69.68,286.48,7.634,83.07,1.756,0.6123,89.34,63764,846
34.07,136.63,4.406,67.04,0.3724,0.6814,95.16,39143,70377
81.12,347.5,4.041,74.78,0.0897,0.9231,96.53,3300,93651
47.1,156.76,5.873,79.42,0.7816,0.3966,91.79,53431,2626
34.19,154.27,5.946,67.69,0.3645,0.5124,95.91,34388,71268
60.06,237.27,2.017,62.11,0.02,1.0,96.56,985,99014
44.39,187.38,3.083,73.8,0.0658,0.9178,96.8,4306,96051
57.97,258.21,6.033,75.68,0.5017,0.6766,94.8,30287,46636
51.66,245.32,4.714,75.01,0.5902,0.6602,93.85,32595,48629
25.17,86.54,4.281,76.52,0.3488,0.4586,94.14,41190,77748
48.74,223.57,5.217,70.07,0.6843,0.7914,94.0,38215,47647
59.03,259.28,7.582,93.5,0.5558,0.5187,92.61,32322,32366
52.03,214.6,5.625,86.63,0.6411,0.3064,93.37,43604,9613
72.61,315.64,5.526,81.25,0.5955,0.7672,94.01,25676,38315
55.61,223.52,2.666,65.6,0.1736,0.9073,96.1,9065,88542
45.65,169.89,8.34,87.49,0.997,0.3342,91.44,73041,223
53.78,247.52,0.993,63.9,0.008,0.9822,96.99,551,99653
41.14,168.06,5.084,58.62,0.1886,0.8488,96.65,13698,89222
56.49,272.51,6.714,85.05,0.6796,0.6215,92.92,39155,23392
56.46,267.53,2.715,64.99,0.2821,0.9667,96.27,16714,81034
27.7,91.3,2.182,58.84,0.0078,0.9901,97.58,754,100418
63.91,301.39,2.689,84.2,0.0511,0.9287,94.8,2048,98049
90.2,375.85,6.94,94.1,0.9645,0.7147,91.69,31378,0
59.83,260.61,10.574,86.9,1.7004,0.3008,89.73,100000,129
13.46,63.63,1.658,51.98,0.0885,0.835,97.83,24080,97442
42.32,158.09,4.289,68.9,0.3067,0.9094,96.15,21203,82196
26.97,105.53,3.206,62.01,0.0907,0.7881,97.16,11496,95639
44.75,212.0,2.099,64.85,0.1151,0.938,96.51,8899,93226
62.35,267.8,3.013,65.53,0.0132,0.9743,97.32,636,98759
37.07,130.1,2.546,66.86,0.1264,0.9857,96.8,9563,94567
83.92,371.72,4.727,82.2,0.465,0.8349,93.93,17887,52764
10.0,50.0,2.499,53.87,0.0225,0.8917,97.96,6618,99580
45.53,210.2,2.273,67.03,0.0408,1.0,96.59,2742,98166
56.83,269.44,7.157,80.9,0.7086,0.5133,93.11,37947,18834
28.05,97.21,3.838,76.9,0.6469,0.5915,92.95,67506,53600
30.42,150.23,6.225,82.62,0.6846,0.3161,92.62,82830,21430
63.61,286.5,5.479,81.34,0.5901,0.5966,93.31,28870,34989
84.71,391.41,2.997,81.02,0.0539,0.8881,95.9,1627,96910
86.83,340.71,8.389,85.77,1.125,0.6237,91.46,40512,18
43.76,157.53,2.144,71.62,0.0439,0.9625,95.85,3499,97883
74.32,299.81,7.024,94.29,0.7231,0.6342,92.41,33237,1173
48.76,181.95,6.604,76.55,0.722,0.5716,93.19,45337,25742
66.5,333.09,6.683,82.55,0.9772,0.7027,92.03,38824,459
46.21,195.24,8.228,82.38,1.3828,0.398,91.52,91024,123
29.58,125.94,4.903,67.67,0.4541,0.6581,94.14,40199,74265
78.83,363.83,7.301,84.27,0.8391,0.5615,93.29,35448,133
83.53,339.37,5.791,92.37,0.2039,0.7103,93.55,9104,77788
42.43,187.62,8.111,85.11,1.2797,0.3998,91.37,77616,0
66.86,249.59,3.9,72.76,0.1347,0.9419,95.64,5937,91924
47.39,192.76,7.073,76.42,0.8925,0.464,93.04,70584,0
89.26,409.62,3.965,83.99,0.2966,0.9423,95.41,11248,74355
23.13,123.3,3.196,45.42,0.0327,0.991,98.6,4184,99331
46.79,206.07,6.873,75.97,0.8413,0.561,92.83,52579,13195
23.95,97.56,1.548,50.25,0.0007,1.0,98.66,75,100191
21.44,91.4,4.605,61.94,0.3751,0.5829,95.7,53530,78268
47.91,210.32,3.587,78.86,0.139,0.9462,94.76,9127,92418
41.89,138.15,6.925,79.33,0.8154,0.4558,92.77,64812,2553
31.8,167.04,4.258,73.12,0.3775,0.5936,95.04,35279,74922
65.07,242.15,5.703,88.2,0.6141,0.6162,92.67,32915,22857
73.38,284.77,4.739,77.72,0.3874,0.9895,93.73,13639,75609
59.23,208.69,2.222,64.32,0.0326,1.0,97.01,1837,97920
16.22,82.18,4.774,59.65,0.2633,0.5863,96.67,53172,87979
56.11,274.81,2.553,67.81,0.1037,0.8973,95.93,5623,93072
55.94,209.03,4.028,79.16,0.2182,0.6686,94.36,13969,79557
34.84,134.48,5.578,63.59,0.3662,0.7713,95.45,27515,81293
56.23,225.15,4.614,76.11,0.4203,0.7512,95.06,19748,70248
40.87,156.19,2.923,64.66,0.1035,0.9748,96.9,6644,96543
35.23,144.94,0.776,70.64,0.0565,0.9306,95.56,4546,97293
28.71,117.25,1.968,65.05,0.0339,0.9614,96.84,3946,98788
65.02,290.67,8.723,84.34,1.381,0.5522,90.43,59635,203
73.28,307.37,2.756,77.05,0.0217,0.9552,95.94,962,98896
47.46,170.38,9.731,89.67,1.6136,0.274,89.37,100000,0
67.72,310.71,4.426,69.84,0.1594,0.8042,96.08,6639,88794
77.48,353.74,3.064,75.81,0.1006,1.0,95.32,3507,94841
52.36,209.21,5.122,76.59,0.5365,0.575,94.6,25809,57493
48.61,221.99,2.908,73.1,0.0346,0.8943,96.4,2501,97867
58.45,268.89,4.854,82.86,0.5081,0.6788,94.56,27673,49918
34.92,145.59,5.573,76.87,0.792,0.2585,92.98,57039,27570
59.84,242.4,3.032,72.68,0.0328,0.8717,95.69,1472,98982
52.72,251.88,4.375,74.9,0.7076,0.6437,94.0,48263,15231
26.48,110.03,4.722,66.8,0.1537,0.8261,96.79,15050,94036
26.69,135.73,1.896,57.06,0.0389,0.8932,97.36,5212,98019
32.26,184.69,3.588,67.91,0.053,0.8076,97.52,5811,97148
59.23,266.19,10.356,94.18,1.4516,0.4167,90.55,75312,353
43.93,155.76,2.714,58.31,0.0465,1.0,97.07,3516,98261
49.55,190.92,6.448,87.09,1.0469,0.3908,91.03,60473,0
74.59,295.32,4.813,89.68,0.6102,0.6397,93.29,23574,33975
57.97,252.86,3.406,86.56,0.0269,0.8121,95.19,1195,98647
38.43,121.15,4.675,67.29,0.2602,0.8953,96.15,18735,87544
32.23,135.54,4.796,68.64,0.4553,0.5903,95.57,51022,61772
55.49,218.65,5.761,89.49,0.7014,0.7839,91.93,38861,34151
32.52,91.82,4.287,67.12,0.227,0.8162,96.22,20129,88094
72.55,303.71,8.864,101.59,1.1524,0.4562,90.88,58994,0
54.42,199.72,2.554,71.79,0.0707,0.9721,96.42,3847,96433
52.33,202.2,8.289,86.33,1.4746,0.4392,90.67,72219,147
32.81,153.37,6.891,88.87,0.675,0.4096,92.25,56210,43599
61.15,252.61,7.342,72.12,0.6943,0.5471,93.92,36958,13992
70.31,317.94,8.999,86.98,1.2857,0.4491,91.18,51094,746
47.55,216.39,4.284,80.98,0.374,0.7457,93.7,23546,72539
66.71,302.9,6.383,83.43,0.8433,0.5588,93.09,33733,4631
42.71,204.56,2.961,58.55,0.3422,0.8433,95.71,24670,77934
48.88,197.79,1.98,71.64,0.1986,0.9699,96.03,13175,88707
87.55,362.57,6.062,92.55,0.8543,0.6671,92.08,25240,812
43.31,161.24,3.048,61.27,0.1406,0.901,96.73,8931,93221
59.71,258.01,3.328,78.32,0.2938,0.8815,95.11,17410,75459
43.0,182.28,2.658,58.47,0.1679,0.919,97.35,9887,92112
55.05,209.31,3.513,61.11,0.0625,0.9592,97.12,3934,95741
62.53,264.87,3.005,66.73,0.284,0.9174,96.25,11652,83886
33.79,160.45,4.89,81.37,0.5307,0.5573,94.04,57314,49021
37.31,149.63,3.619,62.96,0.1677,0.8757,96.55,14393,90748
60.22,255.32,6.391,83.85,0.9085,0.5583,92.45,41350,366
52.91,229.19,3.659,73.71,0.1131,0.9914,97.11,5778,94486
71.1,309.69,4.944,79.34,0.3343,0.853,95.65,16571,68886
54.86,241.72,1.983,71.16,0.0625,0.9692,96.07,3660,97827
83.48,343.04,4.103,85.62,0.1224,0.8307,94.45,4477,90575
62.54,218.01,5.163,79.52,0.5233,0.7196,94.48,28826,44900
83.82,339.41,7.015,95.41,0.8019,0.682,91.52,28055,0
80.41,328.36,3.616,72.98,0.1967,0.8875,95.61,7200,86039
38.44,188.56,4.119,73.84,0.2339,0.6594,95.34,19298,84356
76.65,298.92,9.85,100.19,1.827,0.4869,87.31,59700,547
66.92,310.6,4.71,82.11,0.136,0.9248,95.33,5742,92105
65.67,286.79,2.591,69.97,0.0114,0.9829,96.18,582,98710
71.33,315.5,8.18,80.35,0.8909,0.5936,92.77,31666,866
44.43,172.41,2.097,58.02,0.0238,1.0,97.35,1649,98648
