Worm_RPM,Input_Torque,Output_Torque,Motor_Current,Oil_Temp,Ambient_Temp,Axial_Vib,Radial_Vib,Cu_PPM,Fe_PPM,Efficiency_Calc,Friction_Coeff,Backlash,Failure_Label,Fault_Type,RUL_Cycles
1176.6,76.15,2383.2,24.48,60.92,25.78,4.998,2.035,80.87,12.61,0.7824,0.0474,0.1567,Minor Fault,General Degredation,55156
1560.3,57.98,1811.97,20.24,67.58,30.5,4.707,2.178,49.1,12.55,0.7813,0.0472,0.1279,Minor Fault,General Degredation,45441
2506.8,55.52,1758.14,20.59,84.27,28.52,4.298,1.842,54.31,16.32,0.7917,0.0426,0.1299,Minor Fault,General Degredation,35694
1644.0,62.42,2055.05,21.3,68.67,30.61,4.326,1.796,44.27,14.91,0.823,0.0368,0.1264,No Fault,Healthy,72272
3485.4,82.23,2642.08,26.7,129.73,24.58,5.447,2.426,73.63,15.44,0.8033,0.0427,0.1413,Major Fault,Thermal Breakdown,15053
1994.5,63.81,2065.32,22.39,70.41,26.23,4.229,2.102,103.57,7.44,0.8092,0.0366,0.1162,Minor Fault,General Degredation,69416
2134.5,27.61,890.25,12.41,51.74,29.95,4.358,1.141,66.03,7.54,0.8061,0.0358,0.1246,Minor Fault,General Degredation,134358
2794.3,47.73,1522.36,18.15,64.41,12.45,4.96,1.818,86.43,8.7,0.7974,0.0383,0.151,Minor Fault,General Degredation,75716
2315.5,55.73,1745.26,20.85,70.18,15.12,3.031,1.97,42.72,11.29,0.7829,0.0418,0.1395,Minor Fault,General Degredation,53626
1931.8,72.95,2266.42,25.02,82.09,24.58,4.615,1.778,36.77,10.56,0.7767,0.0445,0.1431,Minor Fault,General Degredation,34377
1106.9,41.36,1404.83,16.06,32.46,21.39,3.415,0.908,37.6,18.52,0.8491,0.0294,0.1174,No Fault,Healthy,505903
2510.4,62.23,1965.65,21.15,84.89,25.09,5.198,1.696,38.27,12.91,0.7896,0.0383,0.1257,Minor Fault,General Degredation,43687
3242.5,58.77,1900.49,20.83,94.86,27.13,4.065,2.609,51.07,11.71,0.8084,0.0403,0.1115,Minor Fault,General Degredation,31472
2751.6,75.25,2384.17,25.32,102.22,19.3,4.879,1.871,34.62,15.45,0.7921,0.0394,0.1377,Major Fault,Thermal Breakdown,28581
1930.0,45.05,1589.0,15.12,43.78,24.26,3.834,1.741,19.99,5.11,0.8819,0.0211,0.0841,No Fault,Healthy,540059
1244.9,62.51,2033.99,21.58,51.13,24.88,4.541,2.1,40.59,16.93,0.8135,0.0386,0.139,Minor Fault,General Degredation,118461
3104.1,83.0,2730.87,25.89,112.39,25.37,4.349,2.539,42.18,13.27,0.8226,0.0358,0.1157,Major Fault,Thermal Breakdown,28323
3442.7,73.48,2437.54,22.73,114.26,32.23,4.885,2.041,27.54,11.48,0.8293,0.0315,0.096,Major Fault,Thermal Breakdown,35600
1948.3,68.99,2187.99,23.09,75.09,25.49,4.046,1.471,46.04,10.32,0.7929,0.0459,0.1595,Minor Fault,General Degredation,38604
2867.3,55.34,1679.08,20.83,81.15,10.81,3.868,1.93,41.56,11.18,0.7585,0.0483,0.1587,Minor Fault,General Degredation,29911
2009.1,62.27,1984.7,21.75,79.22,28.24,3.527,2.43,39.43,9.63,0.7968,0.0432,0.1324,Minor Fault,General Degredation,39349
2256.1,58.31,1962.79,18.14,67.6,26.18,3.724,1.613,26.2,6.42,0.8416,0.0283,0.0906,No Fault,Healthy,125946
3158.5,72.85,2440.63,22.0,95.79,23.7,4.112,1.963,49.78,11.5,0.8376,0.0301,0.1189,Minor Fault,Thermal Breakdown,55179
1125.2,67.9,2042.85,25.17,62.27,25.37,4.931,1.62,88.59,17.53,0.7522,0.0536,0.1585,Minor Fault,General Degredation,41428
2331.9,50.59,1542.02,20.68,80.01,28.36,4.733,1.569,73.7,10.93,0.7621,0.053,0.1465,Minor Fault,General Degredation,25643
1479.5,86.18,2666.9,28.84,85.27,32.84,5.359,2.444,40.78,11.88,0.7736,0.0462,0.1485,Minor Fault,General Degredation,29683
1817.5,78.07,2642.57,23.04,59.12,25.0,4.64,2.082,31.72,14.21,0.8463,0.0307,0.1028,No Fault,Healthy,139897
2640.0,47.0,1441.18,17.95,90.27,35.26,3.83,0.98,49.23,21.89,0.7666,0.0469,0.1456,Minor Fault,General Degredation,25785
973.5,54.84,1658.97,22.58,59.93,33.19,4.68,1.739,63.97,12.01,0.7563,0.0533,0.1837,Minor Fault,General Degredation,45206
2503.3,57.62,1675.17,24.38,96.53,25.08,4.886,2.083,103.34,13.32,0.7268,0.0622,0.1683,Minor Fault,Thermal Breakdown,12951
1665.3,72.24,2422.55,21.94,58.77,25.33,3.447,2.257,52.52,6.05,0.8383,0.0294,0.1138,No Fault,Healthy,154358
2707.6,47.86,1369.95,20.8,92.86,24.78,5.493,0.767,51.58,14.59,0.7156,0.0614,0.1746,Minor Fault,General Degredation,14191
1282.3,49.96,1716.11,16.13,38.41,20.82,3.632,1.306,19.69,6.08,0.8587,0.021,0.0821,No Fault,Healthy,708343
2886.7,73.18,2184.7,26.45,121.94,22.63,4.927,1.619,49.83,16.19,0.7464,0.0545,0.1643,Major Fault,Thermal Breakdown,10390
2643.2,68.38,2203.62,21.62,80.29,13.04,4.066,2.078,31.16,12.84,0.8057,0.0354,0.1073,Minor Fault,General Degredation,57174
3522.4,30.77,975.33,14.01,70.06,33.31,4.458,0.803,54.91,13.1,0.7924,0.0467,0.1507,Minor Fault,General Degredation,43016
3360.3,69.86,2343.58,21.41,89.1,17.98,2.673,2.143,24.46,13.7,0.8386,0.0288,0.1091,Minor Fault,General Degredation,69870
1664.9,37.89,1165.77,16.49,45.54,22.85,4.203,2.139,88.95,11.28,0.7693,0.0509,0.1278,Minor Fault,General Degredation,85615
973.8,50.48,1688.19,17.6,40.55,25.67,3.114,1.634,50.78,9.79,0.8361,0.0312,0.1215,No Fault,Healthy,287993
2669.5,54.53,1854.69,18.2,67.16,27.82,4.555,1.381,62.73,7.19,0.8503,0.031,0.1202,No Fault,Healthy,106368
2527.8,52.96,1563.81,21.4,100.75,36.79,4.384,1.424,94.35,24.13,0.7382,0.0526,0.1453,Major Fault,Thermal Breakdown,16507
974.1,50.26,1709.82,16.45,38.6,26.06,3.528,1.727,22.96,13.63,0.8505,0.0265,0.1156,No Fault,Healthy,440138
1231.2,44.43,1464.62,15.75,49.8,30.71,2.938,1.436,47.17,16.03,0.8241,0.0322,0.1086,No Fault,Healthy,178857
2478.7,67.69,2040.55,24.97,94.95,18.4,4.066,1.909,57.87,23.19,0.7537,0.0543,0.1655,Minor Fault,General Degredation,17409
3361.9,35.8,1134.35,15.35,67.74,22.12,3.196,1.594,37.86,15.05,0.7921,0.0438,0.1309,Minor Fault,General Degredation,52027
3347.6,52.02,1619.55,19.53,100.06,25.62,4.471,1.815,42.98,13.85,0.7783,0.0467,0.1555,Major Fault,Thermal Breakdown,21006
1309.0,71.87,2377.17,22.8,53.24,26.71,3.956,1.806,35.28,8.26,0.8269,0.035,0.1359,No Fault,Healthy,132472
1938.3,65.96,2274.53,21.44,48.7,16.15,4.023,1.735,35.36,15.08,0.8621,0.0265,0.111,No Fault,Healthy,276640
1016.6,39.23,1256.75,14.12,37.28,22.56,3.648,1.241,54.66,8.95,0.8009,0.0385,0.1252,Minor Fault,General Degredation,223813
2167.0,31.06,992.61,13.59,55.2,31.45,3.987,1.564,82.19,13.51,0.799,0.0346,0.1019,Minor Fault,General Degredation,126212
2933.3,43.66,1433.52,16.29,61.42,18.42,2.918,1.863,32.17,11.31,0.8208,0.0347,0.1331,No Fault,Healthy,101622
3032.9,27.33,900.05,12.55,59.76,33.33,3.052,1.173,49.44,11.55,0.8234,0.038,0.097,No Fault,Healthy,89212
2247.3,61.38,1945.35,21.98,76.36,24.8,4.605,1.4,98.2,14.47,0.7924,0.0435,0.1272,Minor Fault,General Degredation,41814
1158.8,53.11,1766.56,19.24,45.69,22.26,3.612,1.518,29.53,21.03,0.8316,0.0328,0.1178,No Fault,Healthy,205339
1929.7,54.26,1696.68,20.6,68.02,28.6,4.164,1.514,54.02,10.55,0.7817,0.0445,0.1454,Minor Fault,General Degredation,50375
3416.7,67.66,2009.74,24.73,135.48,26.99,4.813,1.542,69.29,11.61,0.7426,0.052,0.1387,Major Fault,Thermal Breakdown,9327
1520.0,73.1,2259.92,24.15,71.71,22.59,4.407,2.01,48.58,15.67,0.7728,0.0449,0.1314,Minor Fault,General Degredation,44400
1763.3,63.57,1884.62,24.17,75.47,21.23,5.13,1.682,51.47,12.87,0.7411,0.0535,0.1664,Minor Fault,General Degredation,28141
2916.4,56.66,1732.19,22.02,102.77,33.64,4.59,1.07,41.88,12.73,0.7643,0.05,0.1442,Major Fault,Thermal Breakdown,17516
2880.7,49.46,1531.58,19.86,83.7,25.86,4.902,1.562,42.46,31.6,0.7741,0.0496,0.1313,Minor Fault,General Degredation,26691
3362.9,54.74,1802.37,18.08,93.35,28.02,3.825,0.898,65.87,7.31,0.8232,0.0341,0.1057,Minor Fault,General Degredation,45444
1947.9,63.11,1895.46,23.34,81.86,21.16,4.439,2.292,59.26,18.17,0.7509,0.0497,0.1634,Minor Fault,General Degredation,27779
2289.4,73.88,2363.14,23.71,93.24,29.77,4.857,1.838,42.18,9.76,0.7996,0.04,0.1384,Minor Fault,General Degredation,33104
2162.0,39.16,1199.85,17.97,67.38,32.63,3.505,1.557,52.79,13.23,0.766,0.0548,0.1726,Minor Fault,General Degredation,33688
3404.9,43.08,1294.15,19.35,100.44,29.58,4.671,1.53,125.26,13.53,0.751,0.0565,0.1743,Major Fault,Thermal Breakdown,14400
2977.2,59.91,1809.15,21.66,99.06,20.78,3.494,1.845,42.49,10.61,0.755,0.0489,0.1449,Major Fault,Thermal Breakdown,19678
3144.9,28.33,904.48,13.6,65.37,28.67,4.21,1.3,37.33,10.15,0.7981,0.0424,0.1461,Minor Fault,General Degredation,59967
1259.4,64.28,2068.34,22.46,64.79,33.37,5.049,1.635,46.61,14.45,0.8044,0.0436,0.1373,Minor Fault,General Degredation,57773
3038.0,75.85,2387.25,25.16,121.42,28.61,5.305,2.118,43.07,11.56,0.7869,0.0423,0.1305,Major Fault,Thermal Breakdown,17417
2069.0,95.38,3108.23,27.7,92.45,20.99,3.956,2.359,62.03,6.58,0.8147,0.032,0.1113,Minor Fault,General Degredation,52481
963.0,61.23,2048.97,20.37,37.34,22.63,3.752,1.723,41.61,7.15,0.8366,0.0305,0.1087,No Fault,Healthy,355019
1062.2,72.89,2271.28,25.81,42.05,15.78,4.925,2.047,37.71,39.68,0.779,0.0465,0.1403,Minor Fault,General Degredation,120536
2730.4,60.33,1969.09,21.02,87.36,29.61,4.438,2.013,76.38,7.91,0.816,0.0332,0.1165,Minor Fault,General Degredation,54814
1904.4,84.29,2674.52,27.85,97.23,35.77,5.087,2.279,40.06,11.63,0.7932,0.0426,0.1315,Minor Fault,Thermal Breakdown,26892
3243.9,53.65,1731.63,19.87,83.76,22.58,3.537,2.245,32.72,8.21,0.8069,0.0363,0.1301,Minor Fault,General Degredation,49839
2882.5,64.94,2191.14,21.14,82.29,27.13,4.892,2.246,34.11,12.6,0.8435,0.0304,0.1133,No Fault,Healthy,73553
958.5,69.06,2276.4,22.9,52.47,33.16,4.417,1.902,35.58,9.4,0.8241,0.0331,0.0862,No Fault,Healthy,152780
2754.6,65.83,1854.66,25.76,128.8,27.0,4.584,2.034,52.73,20.77,0.7044,0.0624,0.1632,Major Fault,Thermal Breakdown,7168
1419.4,48.43,1570.4,18.07,48.54,21.96,3.906,1.845,30.15,13.65,0.8107,0.0332,0.1104,Minor Fault,General Degredation,177574
2041.0,39.39,1296.19,14.03,61.22,30.48,3.289,1.54,33.43,7.72,0.8226,0.0334,0.1163,No Fault,Healthy,110123
2586.8,75.32,2485.51,23.33,87.08,20.68,4.411,2.413,32.49,6.45,0.825,0.031,0.113,Minor Fault,General Degredation,63150
3256.3,63.77,2000.1,21.9,104.09,21.4,4.321,1.873,44.59,12.38,0.7841,0.0421,0.1406,Major Fault,Thermal Breakdown,23919
2131.5,61.13,1975.83,21.48,63.52,16.33,3.307,2.204,46.65,9.74,0.8081,0.0374,0.1334,Minor Fault,General Degredation,81624
3082.9,73.38,2505.54,22.73,85.73,20.24,3.775,1.972,35.49,6.79,0.8536,0.0229,0.0923,Minor Fault,General Degredation,119587
3014.0,72.68,2132.78,25.99,141.57,28.41,4.687,1.913,112.42,14.66,0.7336,0.0552,0.1672,Major Fault,Thermal Breakdown,7427
2019.3,65.37,2249.25,19.49,58.19,22.84,2.531,1.547,43.37,5.93,0.8602,0.02,0.0817,No Fault,Healthy,340334
2252.6,69.53,2310.71,21.24,76.44,28.04,5.226,1.519,52.02,17.05,0.8308,0.0305,0.1248,No Fault,Healthy,84848
2791.3,52.12,1703.02,18.86,86.77,33.87,4.552,1.888,47.92,7.87,0.8168,0.0368,0.1256,Minor Fault,General Degredation,45250
984.1,68.01,2071.33,25.01,54.49,25.35,4.947,2.148,45.3,13.53,0.7614,0.0476,0.1338,Minor Fault,General Degredation,68469
3305.2,36.46,1174.06,13.2,65.19,22.32,2.779,1.606,34.14,10.45,0.805,0.0335,0.1107,Minor Fault,General Degredation,96680
2978.5,60.3,2017.09,19.42,89.22,33.44,4.023,1.867,72.24,11.12,0.8363,0.0332,0.1106,Minor Fault,General Degredation,52616
1573.4,71.21,2227.15,24.5,71.64,26.17,4.19,2.127,38.46,8.89,0.7819,0.0416,0.1152,Minor Fault,General Degredation,51916
3549.2,49.22,1595.66,17.99,92.54,28.0,4.242,1.318,38.27,7.73,0.8105,0.0353,0.1379,Minor Fault,General Degredation,43355
1384.4,62.14,2137.53,19.67,48.34,24.49,4.035,1.894,22.61,7.56,0.86,0.0265,0.0943,No Fault,Healthy,280832
3368.0,64.52,1996.82,22.89,110.75,17.38,4.731,1.82,48.3,19.11,0.7737,0.0519,0.158,Major Fault,Thermal Breakdown,13934
1776.1,46.64,1454.62,18.78,64.85,25.13,4.436,1.846,58.25,11.78,0.7797,0.0461,0.1516,Minor Fault,General Degredation,51546
2960.5,76.94,2358.18,27.15,125.89,26.91,4.746,2.443,84.19,23.0,0.7663,0.0488,0.1425,Major Fault,Thermal Breakdown,12166
2132.2,64.81,2038.76,22.24,79.67,22.88,4.266,2.014,33.79,13.91,0.7865,0.0419,0.1408,Minor Fault,General Degredation,41355
2888.5,34.86,1131.78,14.38,61.74,25.29,4.097,1.53,77.91,9.94,0.8116,0.0389,0.1372,Minor Fault,General Degredation,79950
1320.6,61.36,1874.92,23.11,67.84,28.66,4.367,1.889,47.32,13.08,0.7639,0.054,0.166,Minor Fault,General Degredation,34394
1627.7,81.81,2650.06,25.15,70.07,22.94,4.094,2.221,51.54,9.99,0.8099,0.0326,0.1193,Minor Fault,General Degredation,88412
1169.6,59.94,1838.19,21.4,54.49,24.17,3.594,1.932,40.31,12.01,0.7667,0.045,0.1292,Minor Fault,General Degredation,76758
3235.9,50.24,1595.07,18.44,95.47,29.8,3.505,1.913,44.15,9.71,0.7937,0.0418,0.1515,Minor Fault,Thermal Breakdown,28827
1700.0,51.83,1660.49,18.67,65.49,30.76,4.537,1.109,33.76,8.6,0.8009,0.041,0.1304,Minor Fault,General Degredation,63819
2775.1,57.6,2000.74,18.37,63.81,28.26,2.785,1.59,22.07,6.52,0.8684,0.025,0.1007,No Fault,Healthy,181081
3114.6,41.81,1408.45,14.91,60.76,22.57,3.334,1.636,25.07,6.34,0.8421,0.0304,0.1129,No Fault,Healthy,135022
3333.8,81.04,2329.5,29.22,163.82,20.29,5.161,2.184,72.42,11.92,0.7187,0.0585,0.1548,Major Fault,Thermal Breakdown,4939
1187.0,73.86,2262.88,25.39,63.68,25.3,4.501,1.862,49.35,17.08,0.7659,0.0461,0.1285,Minor Fault,General Degredation,53542
3311.1,76.16,2544.53,22.83,101.36,23.33,3.564,2.539,46.2,9.97,0.8353,0.0283,0.0992,Major Fault,Thermal Breakdown,55969
1432.6,37.45,1267.73,12.51,40.82,25.51,2.452,1.347,43.23,12.94,0.8464,0.0229,0.1055,No Fault,Healthy,527341
2889.6,61.93,2045.96,20.11,72.2,14.18,4.143,2.04,26.75,17.01,0.8259,0.0286,0.1075,No Fault,Healthy,108207
2867.9,76.17,2509.64,24.17,94.12,25.06,4.39,1.443,26.38,9.63,0.8237,0.0311,0.1122,Minor Fault,General Degredation,53523
923.0,45.8,1441.41,19.1,53.03,34.26,4.683,1.332,45.12,11.56,0.7869,0.0466,0.1421,Minor Fault,General Degredation,75486
1495.7,58.92,2042.13,17.47,51.31,24.47,4.404,2.164,48.55,5.93,0.8665,0.0213,0.0928,No Fault,Healthy,385784
2228.2,43.51,1298.68,19.91,64.09,19.8,4.115,1.534,46.64,18.1,0.7462,0.0564,0.1673,Minor Fault,General Degredation,35343
2034.1,72.51,2233.65,25.01,87.06,21.98,4.935,2.194,63.53,12.26,0.7701,0.0443,0.1181,Minor Fault,General Degredation,31000
3380.1,56.78,1738.65,22.23,111.24,24.27,4.361,1.504,71.54,12.76,0.7655,0.052,0.1568,Major Fault,Thermal Breakdown,13691
1871.3,58.61,1878.9,20.81,71.86,27.39,4.242,2.322,74.26,12.25,0.8014,0.0408,0.1428,Minor Fault,General Degredation,53637
3429.9,43.07,1394.93,16.57,79.89,25.33,3.822,1.548,55.14,8.15,0.8097,0.0383,0.1197,Minor Fault,General Degredation,49178
2140.5,83.22,2716.55,26.64,90.71,25.89,4.481,1.947,69.68,9.41,0.8161,0.0345,0.1228,Minor Fault,General Degredation,46881
3503.8,60.76,1973.02,19.82,97.73,25.93,4.304,1.636,55.48,8.52,0.8118,0.0352,0.1175,Minor Fault,Thermal Breakdown,39147
2890.9,71.87,2265.86,24.66,109.05,27.08,4.481,2.223,52.76,11.79,0.7882,0.0427,0.127,Major Fault,Thermal Breakdown,21256
3139.2,65.76,2064.49,22.96,109.72,25.12,3.64,2.189,53.11,18.3,0.7848,0.0427,0.125,Major Fault,Thermal Breakdown,20860
1183.2,46.36,1572.33,15.81,41.46,24.55,2.896,2.118,76.14,7.24,0.8478,0.0279,0.0995,No Fault,Healthy,344299
2482.6,35.38,1226.37,12.24,39.62,21.35,1.859,1.705,32.38,8.26,0.8665,0.02,0.087,No Fault,Healthy,733903
1285.3,57.13,1830.44,19.31,48.84,18.47,4.006,1.903,37.44,7.8,0.801,0.0373,0.1233,Minor Fault,General Degredation,138746
1703.6,76.6,2274.16,27.44,84.22,20.52,5.262,1.715,64.63,21.05,0.7422,0.0542,0.1676,Minor Fault,General Degredation,22103
2583.6,30.46,996.41,13.61,50.55,25.53,2.956,1.443,56.71,9.7,0.8179,0.0364,0.106,Minor Fault,General Degredation,135955
2860.8,89.22,3025.91,24.72,92.82,19.11,4.545,1.706,18.0,10.5,0.8478,0.02,0.0944,Minor Fault,General Degredation,133634
1005.8,72.51,2268.73,24.4,51.98,22.56,4.78,1.903,55.35,12.3,0.7823,0.0448,0.1336,Minor Fault,General Degredation,85037
2333.5,62.86,1998.38,21.73,90.73,33.05,3.299,2.013,30.71,10.07,0.7948,0.0374,0.1322,Minor Fault,General Degredation,40168
2426.3,58.26,1935.35,19.79,71.99,27.07,4.447,1.193,66.7,8.26,0.8304,0.0311,0.109,No Fault,Healthy,91962
1112.8,72.88,2526.73,21.64,41.01,20.76,3.873,1.592,44.08,6.56,0.8667,0.02,0.1056,No Fault,Healthy,685137
2251.9,41.69,1307.87,17.08,70.75,30.7,3.498,1.469,53.32,9.64,0.7843,0.0438,0.1451,Minor Fault,General Degredation,47972
2827.4,66.64,2083.02,23.48,96.72,21.67,5.234,1.655,53.7,10.97,0.7815,0.0477,0.1407,Minor Fault,Thermal Breakdown,21515
1043.7,64.62,2054.83,21.51,44.56,19.36,4.9,1.459,42.24,10.76,0.7949,0.0373,0.1408,Minor Fault,General Degredation,166846
2952.7,86.93,2917.83,25.95,101.0,24.15,4.374,2.221,65.24,9.17,0.8391,0.0294,0.1132,Major Fault,Thermal Breakdown,52073
2456.4,54.52,1899.76,17.22,60.42,30.16,2.32,1.801,102.14,5.36,0.8711,0.02,0.0976,No Fault,Healthy,315508
3149.7,60.67,1732.17,25.19,124.57,25.27,6.262,1.85,65.33,25.06,0.7138,0.0654,0.1896,Major Fault,Thermal Breakdown,6935
1488.8,59.0,1931.91,20.83,59.54,29.44,3.627,1.571,31.54,8.02,0.8186,0.0394,0.1346,Minor Fault,General Degredation,83764
3149.8,52.25,1585.84,20.46,101.58,24.9,3.922,1.737,60.42,11.34,0.7588,0.0463,0.1292,Major Fault,Thermal Breakdown,20826
1155.3,82.17,2663.75,26.25,55.99,22.69,4.294,1.991,65.79,16.06,0.8104,0.0382,0.1326,Minor Fault,General Degredation,100740
1990.3,45.38,1492.36,16.41,52.23,22.01,4.364,1.723,50.07,7.81,0.8221,0.0388,0.128,No Fault,Healthy,112234
1438.6,37.24,1197.75,15.38,35.01,16.12,3.519,1.462,34.62,9.9,0.8042,0.0381,0.1271,Minor Fault,General Degredation,258898
3265.3,63.66,1990.49,22.36,110.25,26.39,4.094,1.575,85.43,19.13,0.7817,0.0444,0.1629,Major Fault,Thermal Breakdown,19110
2803.3,49.13,1549.53,19.71,85.39,32.05,4.628,1.79,42.6,12.55,0.7885,0.0477,0.1354,Minor Fault,General Degredation,27849
968.5,63.81,2020.67,22.08,43.67,22.73,4.821,2.408,78.56,12.26,0.7916,0.0454,0.1527,Minor Fault,General Degredation,117270
925.7,69.5,2154.33,24.92,62.26,35.06,4.189,2.419,72.2,15.2,0.7749,0.0501,0.1301,Minor Fault,General Degredation,47309
1686.4,62.19,1957.44,22.34,71.67,27.25,4.8,1.606,46.03,14.44,0.7869,0.0433,0.129,Minor Fault,General Degredation,48028
1286.9,60.36,1956.41,21.29,54.39,25.51,4.327,1.678,86.53,18.3,0.8103,0.0394,0.1215,Minor Fault,General Degredation,100188
2601.8,29.07,921.32,13.11,56.11,25.35,4.564,1.561,60.68,10.82,0.7922,0.0402,0.1158,Minor Fault,General Degredation,90631
2692.3,68.39,2174.06,22.62,103.97,32.99,4.105,1.571,31.52,7.89,0.7947,0.038,0.1178,Major Fault,Thermal Breakdown,29579
3443.3,62.94,1907.31,22.19,111.67,11.67,4.756,2.183,53.17,15.35,0.7575,0.0483,0.1618,Major Fault,Thermal Breakdown,16000
3470.5,88.11,3037.42,25.27,101.05,24.39,4.266,2.683,17.11,6.06,0.8618,0.0214,0.0965,Major Fault,Thermal Breakdown,98635
2679.0,77.06,2430.56,25.75,103.41,20.89,4.376,2.335,35.55,8.87,0.7885,0.0442,0.1431,Major Fault,Thermal Breakdown,22107
915.3,37.77,1215.67,14.96,45.58,29.28,4.519,1.183,47.1,11.13,0.8046,0.0382,0.1246,Minor Fault,General Degredation,151974
1869.3,75.91,2399.12,24.87,94.05,35.91,4.834,1.731,96.96,20.8,0.7901,0.0399,0.1161,Minor Fault,General Degredation,32632
2285.5,40.51,1295.56,16.33,59.99,26.8,4.027,1.278,83.85,12.24,0.7996,0.0432,0.1266,Minor Fault,General Degredation,68694
2247.8,72.51,2257.75,24.13,90.86,23.62,4.448,1.633,43.71,45.68,0.7785,0.0429,0.1277,Major Fault,Worm Scoring,30476
2529.0,81.8,2500.03,26.67,117.54,24.77,4.421,1.951,41.27,16.51,0.764,0.0474,0.1501,Major Fault,Thermal Breakdown,14726
3493.5,88.01,2801.61,27.77,145.01,26.69,6.402,2.034,52.72,10.03,0.7959,0.0393,0.1432,Major Fault,Thermal Breakdown,14270
3290.0,54.06,1745.11,18.52,86.06,18.69,3.982,2.016,34.29,15.57,0.807,0.0378,0.1201,Minor Fault,General Degredation,43359
1194.1,70.59,2290.99,23.04,50.08,23.03,4.321,2.01,48.16,8.22,0.8114,0.0364,0.1309,Minor Fault,General Degredation,138494
1618.1,75.14,2424.37,24.77,74.01,33.09,4.029,2.83,37.1,7.7,0.8066,0.036,0.1258,Minor Fault,General Degredation,64926
3149.4,67.06,2229.48,21.51,96.76,32.08,3.639,1.825,86.77,7.5,0.8312,0.0308,0.1263,Minor Fault,Thermal Breakdown,51847
3125.6,34.93,1032.22,18.5,72.72,18.72,3.96,1.112,62.19,21.79,0.7388,0.0558,0.155,Minor Fault,General Degredation,27779
1643.5,62.32,2023.62,21.48,59.4,25.2,3.856,1.663,70.75,11.16,0.8118,0.0357,0.1187,Minor Fault,General Degredation,102447
2872.6,68.54,2414.5,20.06,61.12,17.2,4.087,2.301,18.69,13.84,0.8807,0.02,0.1046,No Fault,Healthy,308349
2714.5,59.98,1920.5,21.01,82.52,24.02,4.484,1.47,36.96,20.28,0.8005,0.0378,0.1249,Minor Fault,General Degredation,47368
2178.5,47.12,1564.16,15.74,64.59,30.39,4.037,1.427,43.19,7.11,0.8299,0.028,0.1163,No Fault,Healthy,141045
1443.9,56.99,1815.72,19.16,55.38,19.99,4.283,1.64,73.41,8.02,0.7966,0.0392,0.1369,Minor Fault,General Degredation,97724
3299.3,73.52,2410.7,22.53,112.43,30.12,4.332,2.299,90.62,8.49,0.8198,0.0346,0.1267,Major Fault,Thermal Breakdown,30500
2730.2,65.9,2206.84,22.26,75.64,20.95,3.402,2.003,112.8,18.7,0.8372,0.0358,0.1291,No Fault,Healthy,63081
1356.3,66.98,2048.86,23.58,61.68,24.37,4.502,1.607,65.24,9.83,0.7647,0.046,0.1454,Minor Fault,General Degredation,57283
2803.0,56.27,1788.06,20.51,94.3,32.9,4.402,1.8,55.91,11.05,0.7944,0.0431,0.1375,Minor Fault,General Degredation,27813
2901.9,66.4,2045.84,24.33,113.94,30.82,5.321,1.546,57.61,14.7,0.7703,0.0515,0.1535,Major Fault,Thermal Breakdown,13488
3294.6,28.4,852.34,14.95,82.28,35.89,3.115,1.636,75.77,12.98,0.7502,0.0575,0.1581,Minor Fault,General Degredation,20454
1501.7,59.34,1871.4,20.86,49.45,15.81,3.585,1.54,39.45,17.96,0.7884,0.0421,0.1256,Minor Fault,General Degredation,106387
3569.6,54.29,1741.9,19.85,95.73,26.96,3.103,1.351,48.73,22.56,0.8022,0.0386,0.139,Minor Fault,Thermal Breakdown,33755
1314.2,60.41,1890.71,21.46,66.15,27.74,3.904,2.111,66.12,13.38,0.7825,0.0437,0.1236,Minor Fault,General Degredation,55086
2521.9,42.41,1423.85,14.98,70.14,35.0,4.486,0.976,26.36,8.87,0.8394,0.0312,0.1307,No Fault,Healthy,96291
2674.4,65.55,2176.78,20.88,85.6,25.55,4.304,1.947,42.51,6.36,0.8302,0.0317,0.1225,Minor Fault,General Degredation,62791
2031.2,88.84,2955.58,26.67,89.36,31.55,4.381,2.295,64.5,8.27,0.8318,0.034,0.1184,Minor Fault,General Degredation,49754
2182.6,61.21,1973.03,21.06,77.19,27.68,3.824,2.183,40.78,18.84,0.8058,0.0377,0.1213,Minor Fault,General Degredation,54317
3305.5,60.7,1983.25,20.67,96.03,24.22,4.343,1.998,32.49,7.34,0.8169,0.0336,0.1187,Minor Fault,Thermal Breakdown,44147
2642.2,97.62,2919.49,32.31,148.85,23.64,6.149,2.781,44.75,10.84,0.7477,0.0506,0.1383,Major Fault,Thermal Breakdown,8138
2241.9,45.79,1466.6,17.92,68.96,28.11,4.078,1.773,75.89,14.02,0.8008,0.0459,0.132,Minor Fault,General Degredation,45938
1246.5,67.42,2169.96,21.02,57.6,25.55,4.849,1.906,61.53,9.05,0.8046,0.0347,0.1077,Minor Fault,General Degredation,115102
919.8,83.71,2864.19,24.33,42.99,25.35,4.132,2.662,16.1,9.2,0.8554,0.02,0.0801,No Fault,Healthy,623379
1237.4,54.14,1696.44,19.3,44.98,19.76,3.936,1.919,50.96,9.08,0.7833,0.0386,0.1221,Minor Fault,General Degredation,152773
